cell_type_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
"double-positive, alpha-beta thymocyte",1.0173084,0.0138657745,0.14721961,1.9037671,0.5660819,0.044475593,2.9179156,1.8061643,0.07175052,0.15079811,0.020645818,0.30279613,0.38207445,0.3208469,0.7674604,3.3011522,0.040043235,2.920137,0.0383927,1.5670047,0.054633655,0.20211889,3.219184,1.3008914,0.045936313,0.0036735355,0.03415408,0.035347506,2.0555558,1.1298217,0.029733183,0.32701606,0.06992977,0.0074707665,0.18474083,0.2339187,0.115780175,0.04393869,0.19370118,0.2877782,1.4398429,0.48603085,1.9843982,1.1444702,0.48338225,0.095290914,0.1979542,0.14603843,1.6904202,0.8825165,1.3760953,1.8077735,0.093315445,1.1961119,1.2696644,0.007616452,1.0393841,2.398573,0.0852965,0.44225124,0.21658532,0.016228886,3.1491053,0.21032257,0.9279226,0.02167161,2.8171332,0.24643077,4.783944,1.4543234,0.47633463,0.04266183,2.1638145,0.81738514,1.9970119,1.0310745,0.27248093,0.7812136,0.10685079,0.049801763,0.50643665,0.06195517,0.05546173,0.6726865,0.15642819,2.4047332,0.05955537,2.0234442,2.0633736,0.6666798,0.10544061,0.27591488,1.3113465,2.8073325,0.54532117,0.023478787,1.3722125,3.5689716,0.41478553,0.017908907,2.1501849,1.8758743,3.623357,0.46998486,1.2612455,1.7775046,0.56299204,1.3711821,0.056457687,2.8223195,3.4897113,0.7755397,2.0259929,4.5979276,1.0133878,0.11254283,0.05513752,0.8662565,0.37612128,0.51372564,0.25413713,0.4595859,2.139863,1.7869146,3.0980272,0.30933475,1.1009927,0.14774667
"effector CD8-positive, alpha-beta T cell",1.8199934,1.9097189,0.07220176,0.052737936,1.2590322,0.102403805,0.74079025,0.3824197,0.22502485,2.1668036,0.27322978,0.51881933,0.12346852,0.31380177,1.4424176,2.1471653,1.3436414,0.06181849,1.3392318,2.5987914,4.8910847,0.060075372,3.6764176,1.2653854,0.9408499,0.6064324,0.21926236,1.0240723,0.41390902,1.3878723,0.21243618,0.41231975,0.016561685,1.3058001,0.64336395,2.5214734,0.35078412,1.2365803,2.0498269,0.21444884,0.093488954,0.054168306,0.6728471,1.5759909,1.9267744,0.0774428,2.8694265,0.33248228,0.4237929,3.208435,0.051320687,0.9663525,0.4005527,1.9911228,0.03136599,0.17561182,0.028469002,1.4208685,0.002172762,1.5568913,1.8500348,1.9746072,0.09285884,0.17163323,2.9433553,0.13181387,0.09925694,0.33304217,2.6245115,0.5911341,2.7282345,0.18559182,0.21150249,2.6118083,0.013258049,0.06003498,1.4603978,0.91602176,0.1314832,4.2208548,0.016149301,0.67975587,1.0931084,0.2110168,3.1080086,3.647418,3.3861706,0.43166757,0.8433963,0.64021075,1.0302849,0.07567498,0.059492737,3.2308114,3.049675,0.32741234,4.465424,0.056937356,1.3430955,1.4927427,1.4678944,0.024018887,2.411597,3.0767426,0.011680384,4.4377146,1.2071036,0.61336905,1.7393172,2.2753491,1.1091869,0.17650476,0.21927446,0.27418873,0.71645796,0.18917973,0.15406942,2.5469835,1.072869,0.13616833,3.167314,0.1605525,0.22942309,1.1409061,3.689049,2.8566022,0.8843888,2.35528
"effector memory CD4-positive, alpha-beta T cell",2.1465724,1.80645,0.7506842,1.2542377,0.54730785,1.8285959,3.885002,0.36310807,0.45042264,1.5308689,2.9596283,0.7440837,0.3926425,0.31946832,1.8865815,2.0798671,0.25907075,1.666628,2.686623,1.4510584,0.18211038,0.08661301,0.8788581,0.06576973,3.3604274,2.0448287,3.7872524,1.9587148,0.34645918,2.2074423,2.9448485,0.6577443,0.30016088,2.2433753,0.31418106,0.0966569,0.6732733,3.1424227,0.06341806,0.055442963,0.110074036,0.14869541,1.809643,0.9423967,1.4055793,1.4605368,0.121867664,0.024860479,0.10184579,0.031412583,3.1128004,0.5412452,0.7238245,1.1705557,0.5809668,1.1595696,0.049833186,0.28161457,2.347353,1.4451189,1.4253122,0.8737751,0.4269459,0.87122047,0.4958329,1.5700393,1.5243157,0.3268733,2.6758068,0.13767421,1.6145512,0.14630538,1.235567,2.3094547,2.5644355,0.06798998,0.17203991,3.9825604,0.09811164,0.11577653,0.46629393,0.85300994,0.74345887,1.7867205,1.3398635,3.9890149,0.58352095,0.49879235,2.6706843,2.1030352,0.25051615,1.6032616,0.014851086,1.0661379,0.7537039,0.45036283,3.5481198,2.0738635,2.1041496,2.826262,0.11856609,1.4131258,3.1666906,0.79080224,0.60657346,0.12384725,3.3459346,1.8799438,0.19780232,0.49209848,0.28048363,1.6099131,0.049566764,0.10750173,1.9511852,0.15777609,1.8390261,3.0486476,0.49853593,0.13514875,0.5031007,3.375808,0.12288432,0.07830302,2.127544,2.1802878,0.6877969,0.2662541
"effector memory CD8-positive, alpha-beta T cell",0.13957813,3.6241226,0.21631223,2.8329902,2.0655823,0.632839,2.3229544,0.53613675,0.4328073,2.4344196,0.8897483,0.7602455,0.47212133,0.051634297,1.0878199,1.3008229,1.4884354,1.24998,1.1452762,1.3186008,3.2047327,1.0012077,2.187336,0.45021886,0.8178151,1.9460241,1.4741776,1.1192989,0.33871314,0.36149266,1.20676,0.7481902,1.799291,2.410917,1.6514802,0.16589981,0.103153385,1.0060582,2.9298856,0.080992796,0.08027525,0.028944451,1.6858457,1.2473135,1.2541425,0.14573003,2.006473,0.21949789,0.5722573,0.3728233,0.29001513,2.3473403,0.2522155,0.0554017,0.8707385,0.41423595,0.23318152,2.4444172,0.4363555,0.30704916,2.7176566,2.1936638,2.3675218,0.42308742,1.8757203,1.8245246,0.10919349,1.3261124,2.219033,2.5250099,0.25925785,0.7191906,1.9584433,0.6700208,1.9256808,0.6552054,1.3500583,1.0247191,0.34986487,0.058853935,2.060766,0.7916216,0.26336864,1.2602627,1.2561418,3.0232902,1.9902569,1.1948078,0.42439568,2.9220357,0.091555305,0.13137339,1.1664511,0.85119396,0.42017123,0.20892671,3.0749824,3.529257,1.253826,1.9908786,0.27656856,1.0112346,1.7902044,0.3221419,0.11055331,3.6416965,0.19867563,0.20424718,0.2519558,1.7319715,0.05874173,0.050702363,0.009658473,0.253363,2.6368856,0.6760311,0.37419373,1.1083093,1.0210317,0.119531885,1.4337974,0.6386327,1.3016044,0.71934533,3.200061,1.9486581,0.036368158,0.4651997
"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",0.08406962,3.1805642,0.02295198,0.29877996,3.4024963,0.14031929,0.7785964,1.0298645,0.15097937,0.093399115,0.27987817,0.026448747,0.12930337,0.028286474,1.6112902,1.4002833,1.9590156,2.9250083,4.1217766,0.08424952,2.500107,0.3675596,1.471186,0.10512523,0.7280486,0.05642115,0.41289094,0.3980276,0.2917927,1.0373571,0.15213689,0.15093823,0.03994323,0.6695623,4.5252285,0.037132673,0.30167326,0.14800398,0.07389838,0.13925943,0.01292757,0.042436037,5.577388,0.028515993,1.7267493,0.40255237,3.4480753,1.5042855,0.2944468,0.014806232,1.3772329,3.3185918,1.780299,5.134966,0.4542347,1.4609145,0.0067073395,2.9161663,0.026421733,2.5850217,1.7777122,1.4282904,4.846512,0.24184343,3.4701395,0.12950371,4.2327814,0.03102194,4.254784,2.455492,0.47067294,0.04740155,0.013688153,4.8155026,3.2003536,0.24386004,2.0916834,2.4229715,0.072545566,4.668029,0.28229535,0.44509828,0.07246923,2.0786617,1.4262273,5.1398025,0.009744333,2.539919,0.05473267,0.18828222,2.81095,0.033675935,0.30086687,0.64940614,3.0608234,0.39266625,5.2589483,0.16401517,1.6066246,2.4331858,0.008678852,4.1287446,4.0406084,1.7648193,1.973332,0.20907868,0.24049233,1.5150806,0.43640396,3.4447749,0.03656585,4.373763,0.008664243,1.2362986,0.3092554,3.8588905,0.5145093,3.9310837,0.7416934,0.79092526,2.0822914,2.2070358,3.831428,1.833681,1.199043,2.398235,0.11198533,0.9516018
elicited macrophage,0.030998914,0.08548649,3.8032131,0.06534458,3.4152405,0.448676,3.5099914,2.0765152,0.012232669,0.08913452,0.031148408,0.54334885,1.1765897,0.15664823,0.5387769,1.380362,0.13552997,2.4139113,0.09440466,2.2433202,1.7245892,2.5155733,0.034467917,0.54009944,0.88398,1.5870534,0.83599854,2.3896532,0.8461926,1.5357993,3.5558856,0.04483186,1.8084618,0.16812953,2.1630914,2.3920715,2.637366,0.1962724,0.0074944203,2.9044225,0.01300337,1.2840441,2.2349875,4.9902234,0.01048266,0.16398962,0.017803438,0.0061238795,1.2164147,2.5217266,2.8414075,0.9406018,0.04555223,6.237807,0.0036812492,1.2889665,1.0277438,0.006896392,2.148669,0.09189722,0.74073577,0.0027480347,0.0555691,1.9890122,0.024361972,4.7291374,0.0070539326,4.0784044,0.049839724,2.5928476,1.123231,1.848959,0.000931176,0.039217535,2.367001,0.09537968,4.514324,0.06823964,0.16465496,1.8745284,0.005299124,2.4454381,0.9046721,0.71098614,0.35542682,0.3331635,1.5483115,1.9196057,0.0660989,1.2538228,0.06195279,3.401135,0.008791638,0.013085172,0.078835666,3.6827004,3.0559483,0.48949528,1.1156464,2.3829393,0.0076485984,0.013645896,3.4199412,1.986454,0.06693161,0.102022074,0.1478523,1.6954097,4.2832336,0.24982019,2.6146488,0.93516684,0.31762674,0.3470239,1.4353604,0.8242532,2.4651768,0.011302476,0.09691743,1.3326762,0.34542033,0.14333561,0.015771793,0.035227243,2.778433,4.886772,2.0863774,2.010896
endothelial cell,2.848242,2.3132691,2.45182,0.5378473,2.2143676,0.62212265,1.1271164,0.87665796,0.34625158,2.1984653,1.0070122,0.034855057,0.07253611,0.1771232,0.110736944,0.088251874,2.2896013,1.9798807,1.4094243,0.36547622,0.80651784,1.8892745,0.16307306,0.5941792,0.20244628,1.4239998,0.27106807,1.001805,0.2983891,0.73769563,1.7873105,2.0748022,0.85682076,0.04939538,0.25492856,0.20035705,0.09876426,0.32897478,1.1307229,1.4678496,0.13042226,0.6110896,1.9899657,0.12411075,2.405861,0.19858861,0.61238056,1.1756315,1.5785706,1.144051,0.1897573,2.6042597,2.826023,0.04180639,0.26973388,0.41684538,0.28077826,1.297758,0.16151488,0.07478136,0.26239112,0.4101784,0.24642567,1.2600012,0.042728066,1.6530966,1.0336068,1.5173312,0.23886777,0.0798734,0.82946104,0.09992399,1.6149842,1.7335796,0.28549233,0.6129902,0.6125354,1.0097723,1.68975,0.8845062,0.5628727,0.4889019,0.59041,1.8179214,0.32497138,1.9851708,1.2277623,1.6275526,0.33619854,2.0080724,1.0132537,0.15607534,0.23047523,0.24843779,0.46994168,0.5867147,0.12618905,0.38804436,0.9420139,1.3998572,0.39467177,0.57663184,0.41490883,0.9963583,0.8580928,1.6138512,0.11843198,0.7227884,0.23146546,2.3884606,0.17231578,2.5582004,0.077613905,1.0394357,0.09265204,1.6192102,1.6969047,1.1448534,0.5521141,3.029137,0.11538915,0.36351398,0.6756832,2.5569048,0.28458855,0.22636713,0.09501404,0.075109765
endothelial cell of artery,3.0894184,0.19440128,0.060124245,0.2380661,0.33304238,0.5613811,1.1650506,0.0762588,2.3646145,0.3634554,3.066997,0.110793956,0.12715359,1.3623631,2.0478516,0.00910733,1.9110627,2.9983568,0.043474212,0.12748489,0.93414176,0.95986533,0.33560467,0.03314664,1.9483918,3.1081753,1.6453255,0.025254907,1.0897944,0.846748,0.58565944,1.3621819,0.013015402,0.019358978,0.0107160425,0.039355043,0.22129904,1.777649,0.10171669,2.8236532,0.011194203,3.226688,0.01168771,0.01368849,0.51713806,3.3370965,0.6058561,1.8475031,0.012162204,0.77887094,2.7245414,3.9980633,3.676059,0.056155086,0.8237975,1.8755354,0.036734056,0.040249813,0.18804309,0.57126504,0.5532605,0.11343596,0.026466813,0.17204696,0.3451619,0.09394081,0.014388479,2.7501943,0.14223352,1.0828109,1.7187425,0.98998284,2.4760668,0.11782053,0.7760592,1.8069521,0.0524988,1.0285337,1.1462791,4.7311835,1.7496847,2.9893966,0.9673282,1.848585,0.08435195,3.4478383,2.4376779,0.12501281,2.006762,1.0645319,0.32913184,4.099358,0.05429194,0.12581153,0.55613613,0.97093445,1.4119122,0.26198855,3.5382154,3.4439032,3.0581899,2.104835,0.09107088,1.1915325,1.8968978,0.050291535,1.9559662,0.044539265,0.032737475,0.64593816,0.34255216,0.8629245,0.058923967,1.9473343,0.07773487,0.06351596,3.2560232,0.83720094,3.6134145,3.7146626,0.2513976,0.89426994,0.31742057,0.86098653,0.29437056,0.031292174,1.017709,0.35933536
endothelial cell of lymphatic vessel,2.202168,0.8345229,0.06176508,3.1752021,2.363469,0.04390261,0.4746371,0.22206229,0.1614213,0.19652832,2.9051535,0.10975984,2.042631,0.036168203,2.3775017,0.031666886,3.507163,3.5595908,1.0588397,2.0038598,1.1202439,0.037087426,0.2510006,0.09936995,0.01814504,0.3365819,0.12224063,0.19479027,0.030994803,0.17664525,2.077895,0.7797828,1.7847422,0.012582599,0.114794515,0.177723,0.011030939,0.3271588,0.01310359,0.14277437,3.0308983,1.7229124,0.34951752,0.022671688,1.2765403,0.39118493,1.5686917,0.3577022,0.17401016,0.013862652,0.20484474,0.21280633,0.17479964,0.032485705,0.050833724,1.4643562,2.0240614,0.13921283,1.2684404,2.989066,0.06345189,1.3830718,1.2302834,1.8719683,0.38070384,1.6145651,0.55354315,1.358037,0.1281081,0.60311395,1.6111687,1.6556048,0.0046266867,1.4977916,1.3123662,0.166187,2.1809762,1.0122265,0.5171188,0.5438216,0.047162242,0.7781208,1.3384376,0.5105157,0.083344236,1.3849703,2.343222,0.6854724,0.04574762,0.063554056,0.027375175,0.154085,1.5688542,0.5547446,1.6799394,3.8538094,0.396909,0.03877528,0.12696195,2.9215715,0.07979768,2.58334,1.1629691,1.8331496,0.08546456,0.74002624,0.24236871,0.059156485,0.30595377,0.6900499,1.1095508,2.310958,0.6021033,0.30668914,1.2125007,1.213682,3.4681172,0.6854315,0.24704497,4.0103197,0.010788309,0.24685304,0.74402666,2.9151194,2.3340154,3.2793744,0.2167567,0.24687546
enteric smooth muscle cell,1.1722729,1.7174002,0.10746061,2.6388216,0.017544014,1.3702258,0.23357855,0.41955593,0.027467808,2.2792795,0.6891221,2.7341082,2.099284,0.33797783,0.2502164,0.025490966,0.978313,1.9375321,2.3146167,0.7889878,0.20734715,1.3020653,0.57622504,4.106531,0.2965157,1.703399,0.19822033,0.09289307,0.010084779,2.133471,3.2659025,0.009979761,1.7598876,0.07995529,0.010093079,4.033296,0.033787362,2.0862663,0.010949537,0.033999644,2.470436,2.0996416,0.11517174,1.2948945,0.13509697,0.8390738,3.9691567,0.6186436,0.06867964,0.010759591,0.10490604,0.25916684,0.1358228,0.07652753,0.09600196,0.30005896,0.12725717,0.04964095,0.14023212,2.572155,0.39752233,2.7483788,0.9306029,0.19467792,0.07841775,0.20800155,0.02375285,1.2858332,2.8911924,0.22418617,1.116405,0.015034219,0.043615546,0.005558564,0.012606898,0.062298782,0.17877124,0.014461888,1.9292817,0.45067668,3.2510352,1.9564978,4.4237585,0.40332258,1.7376418,0.23162866,0.04187949,0.0059399977,0.011102086,1.1844511,3.9549046,0.1422942,0.33778095,0.028903944,1.2405922,3.9271166,3.9525714,0.1550163,1.0725902,0.6641933,0.06967568,3.2116406,0.064950764,0.20914981,0.0983571,2.6392047,4.056401,2.0629203,0.044604026,1.5255156,0.63319325,0.310306,0.017898435,2.516978,2.771285,0.58377343,3.6411927,0.08330027,0.32406178,2.7783432,0.048099324,1.2100971,0.072383754,2.0905778,0.050704982,0.7286546,0.057198554,3.258015
enterocyte,0.08818344,1.4569658,2.5507526,2.2214265,2.495871,0.5814744,3.036489,0.102652274,1.0123991,0.16929142,0.2502314,0.3004919,0.15721299,1.6667532,0.22195148,0.099844776,0.0557503,2.504978,0.14416552,0.104199916,0.056016713,0.34376332,0.40202007,0.07013301,1.6638923,0.11085394,1.7801845,1.6187747,2.8822758,0.5846933,0.079579614,0.85381806,0.33325908,3.3175616,4.1177936,0.079448536,1.471554,0.24036163,0.2105925,2.2807713,0.194273,1.4104863,3.0872307,0.34308603,3.587705,2.6152756,0.027064305,0.18952873,0.1286731,0.27388167,1.9907725,0.27415234,3.567221,3.2139766,1.2805015,0.60260195,1.771536,0.19029014,0.42063162,1.5161746,2.0553696,0.13823336,0.5018451,0.44662845,0.52160347,2.216954,2.30955,0.37202513,3.0509279,0.041499954,0.041712448,0.06742699,0.33817536,0.8386146,3.1481595,1.3079228,0.09614545,2.5118642,1.0232761,1.4055609,1.0790018,0.7132901,0.110113285,0.32401595,0.15980408,3.0591528,0.8614322,0.75542384,0.4503951,0.3828559,0.96332383,0.6670761,0.37099704,0.2265072,0.7534583,0.15482177,0.7906384,1.738007,0.016944027,0.64302063,0.1280492,1.484474,0.09712762,0.13962181,0.28990692,0.058497164,0.13354705,1.3050817,1.6801299,0.055930756,0.067367285,1.4707261,2.1894562,2.534259,0.025670053,1.8576388,0.25752628,1.7444608,0.28726885,1.9823657,1.8980131,0.7086961,1.7320231,0.80722433,0.30809405,0.70037866,0.10722709,0.16320519
enteroendocrine cell,0.17960025,2.914261,0.07304786,4.7671747,0.3515546,0.02736268,0.39089727,0.817487,1.2003325,1.1763802,0.11638753,1.780971,0.05154399,0.26558873,5.2952633,0.23827347,0.27830768,2.3044486,0.028791565,2.8798366,0.7001935,0.12244659,1.393105,0.0472408,0.29080945,1.0329962,5.9859614,0.07845944,0.074929215,1.39434,0.9635884,0.42663878,2.3954055,5.0880175,0.2467248,0.7619716,3.2390776,0.15862848,1.159001,0.52952194,2.8795564,2.6233308,0.09011682,1.7097979,0.8351696,2.9558952,1.4790642,0.15123224,2.9234712,0.052859966,0.5158556,2.9012132,2.1010742,7.4502425,0.6896895,0.1175115,4.3545513,0.47706753,1.1101398,2.9748733,0.26954365,0.726552,2.3068182,0.020522658,0.5926468,2.730578,0.1304956,0.07702678,7.3655653,0.7339428,0.335419,0.2323651,0.273366,1.4006695,0.4053206,0.102676205,0.034863565,0.19509754,0.110716864,0.3519611,0.19854145,4.4246407,1.8561558,0.98226446,0.073117495,0.18834497,3.8509986,0.1446161,1.7289935,1.8144475,2.617179,4.3847904,1.6632113,0.05378697,0.062595524,0.07853645,6.0556965,1.6363842,0.037845127,3.150592,0.603735,0.5068435,0.20959331,1.4782593,0.09128268,0.39432946,0.10002081,0.5751272,1.0968001,0.12900828,0.44193372,1.4927788,0.68468124,1.3969743,0.52680874,5.368999,2.438415,3.3242254,0.29675707,8.589305,4.028466,2.0146747,0.08206962,5.1522923,0.11476827,0.08381827,1.8652709,1.0878041
ependymal cell,3.3258555,0.49273703,0.3662294,0.4787832,0.14091851,0.0059943097,1.6818627,0.7354793,0.011521525,3.3437397,5.0589066,0.16460381,0.3959741,0.8210243,2.6922534,0.14700317,1.6079452,0.06511347,0.4275413,5.580112,5.2963576,0.7289156,1.0145603,2.5079207,0.7516531,0.5267582,0.5157686,0.017918179,0.0036361413,2.4940517,2.8567824,1.3230658,1.0603318,0.0118737845,0.0903931,5.3381763,0.8040944,2.5592394,4.894899,0.7142829,0.99051726,3.1465333,0.6194885,0.009867502,0.047314852,0.025489887,4.807468,0.013351819,0.35797524,1.1430422,0.0007249567,0.5057064,0.014389417,0.044827994,0.0019239062,0.0073816264,0.61967087,0.35850883,2.8343012,0.12628412,0.03682041,0.020436397,0.48929882,0.2681897,1.6745467,0.30254012,0.14709786,0.32638645,0.15083691,5.262689,0.02683703,0.21130984,1.5096399,0.18303263,0.19588068,0.7473236,0.35015306,0.18548183,0.54139906,0.087965034,0.010707472,0.026473584,0.5280617,2.743989,0.46218896,0.08574851,0.019389216,0.8541068,0.36563152,0.13321875,1.2600641,0.12523375,1.1013908,0.007460134,0.37982878,0.17344011,0.020808125,2.3183622,3.1361585,0.10965587,0.02867132,0.036059793,0.14205186,2.6483095,0.5943985,2.3525317,0.7277298,0.029660782,0.19686393,2.4573379,0.056339793,0.5449385,0.9035616,0.5322472,5.4009595,0.29146293,0.0034639465,0.19734499,0.07299708,5.0008197,0.02447717,1.0096557,0.0038624231,1.7972608,0.5351778,1.2792219,0.76856816,0.035930153
epithelial cell of proximal tubule,0.51929283,0.09387354,2.0611193,0.08846942,1.9220347,0.044616856,1.6179603,1.5324116,0.07333356,0.5012458,0.6530607,1.2207522,0.47055066,0.34603912,0.18711515,0.34042022,0.1702994,0.07976019,2.1526432,0.21002196,0.90430826,0.28813314,0.15389232,3.8981602,0.27746928,0.023647284,0.055089906,0.63816977,2.8268821,0.2312492,1.5993237,1.0266135,2.9449024,0.10577225,0.39022127,0.8670107,2.3911471,0.11483376,0.06488107,1.970658,2.9298773,3.3128395,3.678012,1.9298995,1.8136834,0.92410094,0.59268266,0.21391423,1.0017146,2.9471736,1.1733143,0.6778248,2.0385482,3.7196095,0.28975922,0.106272236,2.5983083,2.457007,0.07823409,2.0732741,1.3969067,1.4346741,2.7326307,0.44988647,0.06732559,0.57170075,1.3134618,0.79147476,1.4840462,0.6280793,0.8314609,0.13708748,0.31632584,0.8185732,0.37849414,1.014462,0.6099624,0.11874635,3.173696,0.7752734,1.5807089,0.14779161,1.2725016,0.3129847,0.17640859,0.045068983,0.2691333,1.897788,0.034848038,1.0286812,0.5104611,0.2043374,1.0241745,0.115158156,1.0757467,3.2100458,0.31539226,0.55031234,0.06779052,0.35466796,0.036840066,2.4001696,0.021745915,0.4947495,1.4208537,0.8439912,1.182789,2.3873484,3.0256715,2.6007202,0.6060629,3.594426,0.20925552,0.5848005,1.1985679,1.4335356,0.03818411,0.52697194,0.042310093,4.159032,0.15046641,1.0777901,0.38940862,0.4617485,1.5943213,0.06501252,2.5027292,0.95152694
erythroblast,0.030523844,6.4564786,1.3298919,7.6044,0.23773125,1.8905599,5.309994,0.0042802757,0.55615324,4.6992455,2.2015932,0.48490304,0.4199026,1.5742619,0.03223161,0.20960216,1.2624153,4.5989766,0.93434334,5.117685,0.16215427,1.8495741,0.01881099,4.614731,1.0949948,1.1350303,4.2431,1.3926264,0.51991296,5.3984656,2.124821,0.01513364,0.023154764,0.368475,0.021890515,1.4448146,0.70641214,3.4973848,0.44774002,0.032323983,5.165961,2.364619,0.004061622,4.6260223,0.07866352,2.2945142,0.80263937,0.0026050243,3.9907365,0.012076217,1.9163276,0.028742872,4.4927907,0.21072544,0.85571957,0.019291397,0.25167894,0.7213612,0.06302289,4.721184,2.025883,0.007637373,1.6517185,0.0013919197,0.0059674326,0.25546366,0.013532674,0.085177384,3.4776099,2.5922375,0.0057996213,0.0014759388,0.4691762,0.07105747,0.0012138556,0.14868301,0.002092723,0.013796885,0.11383258,1.6990924,0.0113422815,0.08328317,4.752794,4.520061,0.0012790791,4.4685717,0.2093977,0.062398124,0.024696536,3.7606509,1.1186604,3.2033844,0.05697516,0.03675373,0.67941016,4.3214245,1.6958185,0.6817491,0.058794666,0.01481996,0.8453505,1.2766553,2.134147,0.0039941655,0.009275233,3.9432795,3.6838493,0.003361165,0.5535902,0.0064962446,0.014156276,0.19957453,0.88240796,6.8439183,1.4407291,0.009836335,0.09640339,0.13554162,0.63993067,2.020282,1.4804263,0.10102941,0.07335847,0.18310368,1.9929985,0.1042181,0.3456461,0.19673558
erythrocyte,0.6110565,0.122064754,0.7347307,1.7103118,1.7263861,0.25451654,0.8617266,0.01817808,3.2165704,1.8173361,1.1482034,0.03011753,0.50345457,0.11995817,0.5039135,0.63603085,2.7930536,0.082552,1.849796,1.6569997,3.3450387,0.022995692,0.010341508,1.9497023,2.5586426,0.1251861,0.2047094,1.139033,0.8825644,0.60557395,0.08146304,1.8145409,0.77308714,2.7376137,0.9654754,3.4745524,0.024641734,1.8509315,4.139733,3.0606492,1.8225088,0.16113192,0.970978,0.54464215,1.8214413,1.4138193,3.3952785,0.1608072,1.1123247,1.788591,1.365589,0.10402518,2.2669451,0.9706837,0.061279442,0.04400007,0.46507865,0.47113603,0.017804412,0.09439693,0.22495124,0.020698084,0.97870153,0.26494277,3.5606456,0.03939357,0.09536419,0.10177218,0.4073113,0.43136287,0.024100423,0.17919056,1.399447,1.3940915,0.02593737,0.088609956,0.26573488,1.4641539,0.668199,2.3968174,0.19612987,0.12386266,1.2617407,0.6041128,0.069902755,4.658424,0.49627113,1.6667211,0.01854781,0.28822786,0.6674066,0.064722255,1.5207702,1.8858051,1.7739077,0.14455202,0.14446299,1.2266022,1.0241382,0.33415893,0.89876956,2.3810527,3.4554324,0.9177452,0.3004973,0.18110028,1.2666476,0.2037779,2.911957,0.06743704,3.8025815,0.39912537,1.5756491,2.8730125,0.28330758,0.8054111,0.1419286,0.04604438,1.7230289,1.2183003,1.0271851,0.1019378,2.5133567,2.106366,1.4735243,0.17491509,0.048000425,0.13604367
